chrom	start	end	value	sample_id	group
chr2	25592830	25592840	0.8148148059844971	504	AML
chr2	25592890	25592900	0.9666666388511658	504	AML
chr2	25592940	25592950	0.8999999761581421	504	AML
chr2	25592970	25592980	0.9523809552192688	504	AML
chr2	25592990	25593000	0.9473684430122375	504	AML
chr2	25593020	25593030	1	504	AML
chr2	25593040	25593050	0.2857142984867096	504	AML
chr2	25593050	25593060	0.9090909361839294	504	AML
chr2	25593210	25593220	0.9375	504	AML
chr2	25593310	25593320	0.9473684430122375	504	AML
chr2	25593390	25593400	0.7599999904632568	504	AML
chr2	25593770	25593780	1	504	AML
chr2	25593780	25593790	1	504	AML
chr2	25594060	25594070	0.9444444179534912	504	AML
chr2	25594120	25594130	0.9090909361839294	504	AML
chr2	25594140	25594150	1	504	AML
chr2	25594210	25594220	1	504	AML
chr2	25594240	25594250	1	504	AML
chr2	25594570	25594580	1	504	AML
chr2	25594830	25594840	0.9047619104385376	504	AML
chr2	25594930	25594940	0.9767441749572754	504	AML
chr2	25595150	25595160	1	504	AML
chr2	25595180	25595190	1	504	AML
chr2	25595200	25595210	1	504	AML
chr2	25595390	25595400	1	504	AML
chr2	25595450	25595460	1	504	AML
chr2	25595460	25595470	0.8571428656578064	504	AML
chr2	25595470	25595480	0.8823529481887817	504	AML
chr2	25595510	25595520	0.8823529481887817	504	AML
chr2	25595540	25595550	1	504	AML
chr2	25595670	25595680	1	504	AML
chr2	25595680	25595690	1	504	AML
chr2	25595690	25595700	1	504	AML
chr2	25595900	25595910	1	504	AML
chr2	25595930	25595940	1	504	AML
chr2	25596040	25596050	0.8999999761581421	504	AML
chr2	25596100	25596110	0.8461538553237915	504	AML
chr2	25597010	25597020	0.1666666716337204	504	AML
chr2	25597020	25597030	0.4444444477558136	504	AML
chr2	25597270	25597280	0.9166666865348816	504	AML
chr2	25597770	25597780	1	504	AML
chr2	25597940	25597950	1	504	AML
chr2	25597950	25597960	0.8181818127632141	504	AML
chr2	25598070	25598080	1	504	AML
chr2	25598420	25598430	1	504	AML
chr2	25598440	25598450	0.9375	504	AML
chr2	25598800	25598810	1	504	AML
chr2	25598910	25598920	1	504	AML
chr2	25599010	25599020	1	504	AML
chr2	25599130	25599140	0.9444444179534912	504	AML
chr2	25599200	25599210	0.6666666865348816	504	AML
chr2	25599360	25599370	0.9444444179534912	504	AML
chr2	25599480	25599490	1	504	AML
chr2	25599490	25599500	1	504	AML
chr2	25599530	25599540	0.9411764740943909	504	AML
chr2	25599540	25599550	1	504	AML
chr2	25599570	25599580	0.9411764740943909	504	AML
chr2	25599580	25599590	1	504	AML
chr2	25599590	25599600	0.8999999761581421	504	AML
chr2	25599810	25599820	1	504	AML
chr2	25599820	25599830	1	504	AML
chr2	25599870	25599880	1	504	AML
chr2	25600010	25600020	1	504	AML
chr2	25600140	25600150	1	504	AML
chr2	25600220	25600230	1	504	AML
chr2	25600240	25600250	0.9599999785423279	504	AML
chr2	25600270	25600280	0.9615384340286255	504	AML
chr2	25600420	25600430	0.9230769276618958	504	AML
chr2	25600450	25600460	1	504	AML
chr2	25600510	25600520	0.9583333134651184	504	AML
chr2	25600580	25600590	0.9473684430122375	504	AML
chr2	25600740	25600750	1	504	AML
chr2	25600850	25600860	1	504	AML
chr2	25601700	25601710	1	504	AML
chr2	25601790	25601800	1	504	AML
chr2	25601800	25601810	0.9230769276618958	504	AML
chr2	25601810	25601820	0.949999988079071	504	AML
chr2	25601840	25601850	0.9736841917037964	504	AML
chr2	25601940	25601950	0.9375	504	AML
chr2	25601990	25602000	0.7857142686843872	504	AML
chr2	25602040	25602050	1	504	AML
chr2	25602060	25602070	1	504	AML
chr2	25602070	25602080	0.6666666865348816	504	AML
chr2	25603100	25603110	1	504	AML
chr2	25603180	25603190	1	504	AML
chr2	25603360	25603370	1	504	AML
chr2	25603400	25603410	0.9285714030265808	504	AML
chr2	25604060	25604070	1	504	AML
chr2	25604180	25604190	1	504	AML
chr2	25604360	25604370	1	504	AML
chr2	25604490	25604500	1	504	AML
chr2	25604620	25604630	1	504	AML
chr2	25604630	25604640	1	504	AML
chr2	25604710	25604720	0.9583333134651184	504	AML
chr2	25604860	25604870	0.9666666388511658	504	AML
chr2	25604880	25604890	0.9642857313156128	504	AML
chr2	25604910	25604920	1	504	AML
chr2	25604920	25604930	1	504	AML
chr2	25605360	25605370	0.9677419066429138	504	AML
chr2	25605390	25605400	0.9523809552192688	504	AML
chr2	25605460	25605470	0.9411764740943909	504	AML
chr2	25605470	25605480	1	504	AML
chr2	25605480	25605490	1	504	AML
chr2	25605500	25605510	0.8823529481887817	504	AML
chr2	25606130	25606140	0.95652174949646	504	AML
chr2	25606240	25606250	1	504	AML
chr2	25606370	25606380	0.9666666388511658	504	AML
chr2	25606480	25606490	1	504	AML
chr2	25606870	25606880	1	504	AML
chr2	25607110	25607120	0.09090909361839294	504	AML
chr2	25607290	25607300	1	504	AML
chr2	25607300	25607310	1	504	AML
chr2	25607310	25607320	1	504	AML
chr2	25607370	25607380	0.6086956262588501	504	AML
chr2	25607820	25607830	1	504	AML
chr2	25607940	25607950	0.9130434989929199	504	AML
chr2	25608010	25608020	0.9428571462631226	504	AML
chr2	25608040	25608050	0.9428571462631226	504	AML
chr2	25608350	25608360	1	504	AML
chr2	25609310	25609320	1	504	AML
chr2	25609320	25609330	0.9411764740943909	504	AML
chr2	25609330	25609340	1	504	AML
chr2	25609360	25609370	0.9545454382896423	504	AML
chr2	25609380	25609390	0.9545454382896423	504	AML
chr2	25609420	25609430	0.9047619104385376	504	AML
chr2	25609460	25609470	1	504	AML
chr2	25609520	25609530	1	504	AML
chr2	25609580	25609590	1	504	AML
chr2	25609770	25609780	0.75	504	AML
chr2	25610140	25610150	0.9189189076423645	504	AML
chr2	25610170	25610180	0.8780487775802612	504	AML
chr2	25610220	25610230	1	504	AML
chr2	25610450	25610460	1	504	AML
chr2	25610690	25610700	0.6315789222717285	504	AML
chr2	25610810	25610820	1	504	AML
chr2	25610830	25610840	1	504	AML
chr2	25610900	25610910	1	504	AML
chr2	25610960	25610970	0.9473684430122375	504	AML
chr2	25610980	25610990	1	504	AML
chr2	25611260	25611270	1	504	AML
chr2	25611480	25611490	0.8571428656578064	504	AML
chr2	25611650	25611660	1	504	AML
chr2	25611670	25611680	1	504	AML
chr2	25611700	25611710	1	504	AML
chr2	25612060	25612070	0.9333333373069763	504	AML
chr2	25612380	25612390	1	504	AML
chr2	25613160	25613170	0.9545454382896423	504	AML
chr2	25613270	25613280	1	504	AML
chr2	25613290	25613300	0.9583333134651184	504	AML
chr2	25613300	25613310	1	504	AML
chr2	25613490	25613500	0.9090909361839294	504	AML
chr2	25613680	25613690	1	504	AML
chr2	25613690	25613700	0.875	504	AML
chr2	25613700	25613710	1	504	AML
chr2	25613710	25613720	1	504	AML
chr2	25613730	25613740	1	504	AML
chr2	25613750	25613760	1	504	AML
chr2	25613810	25613820	0.9722222089767456	504	AML
chr2	25613820	25613830	1	504	AML
chr2	25613840	25613850	1	504	AML
chr2	25613930	25613940	0.9375	504	AML
chr2	25613950	25613960	0.9444444179534912	504	AML
chr2	25614080	25614090	0.6666666865348816	504	AML
chr2	25614090	25614100	1	504	AML
chr2	25614720	25614730	0.9200000166893005	504	AML
chr2	25614750	25614760	1	504	AML
chr2	25614830	25614840	1	504	AML
chr2	25614910	25614920	1	504	AML
chr2	25614960	25614970	1	504	AML
chr2	25615030	25615040	1	504	AML
chr2	25615040	25615050	1	504	AML
chr2	25615190	25615200	1	504	AML
chr2	25615200	25615210	1	504	AML
chr2	25615230	25615240	1	504	AML
chr2	25615540	25615550	1	504	AML
chr2	25615550	25615560	0.75	504	AML
chr2	25615620	25615630	1	504	AML
chr2	25615630	25615640	1	504	AML
chr2	25615640	25615650	0.875	504	AML
chr2	25615750	25615760	1	504	AML
chr2	25615790	25615800	0.875	504	AML
chr2	25616570	25616580	1	504	AML
chr2	25616650	25616660	1	504	AML
chr2	25616710	25616720	0.9090909361839294	504	AML
chr2	25616720	25616730	1	504	AML
chr2	25616740	25616750	1	504	AML
chr2	25616780	25616790	0.9166666865348816	504	AML
chr2	25616790	25616800	1	504	AML
chr2	25616840	25616850	1	504	AML
chr2	25616860	25616870	1	504	AML
chr2	25616870	25616880	1	504	AML
chr2	25616880	25616890	1	504	AML
chr2	25616900	25616910	1	504	AML
chr2	25616910	25616920	1	504	AML
chr2	25616920	25616930	1	504	AML
chr2	25617060	25617070	1	504	AML
chr2	25617100	25617110	0.9166666865348816	504	AML
chr2	25617150	25617160	1	504	AML
chr2	25617310	25617320	0.8260869383811951	504	AML
chr2	25617340	25617350	1	504	AML
chr2	25617350	25617360	0.9285714030265808	504	AML
chr2	25617420	25617430	0.9545454382896423	504	AML
chr2	25617610	25617620	1	504	AML
chr2	25617620	25617630	1	504	AML
chr2	25617630	25617640	1	504	AML
chr2	25617740	25617750	1	504	AML
chr2	25617750	25617760	1	504	AML
chr2	25617790	25617800	0.9523809552192688	504	AML
chr2	25617830	25617840	1	504	AML
chr2	25617950	25617960	1	504	AML
chr2	25618000	25618010	0.6363636255264282	504	AML
chr2	25618290	25618300	0.6052631735801697	504	AML
chr2	25618360	25618370	0.8823529481887817	504	AML
chr2	25618620	25618630	1	504	AML
chr2	25618640	25618650	1	504	AML
chr2	25618950	25618960	0.9130434989929199	504	AML
chr2	25619030	25619040	0.9545454382896423	504	AML
chr2	25619090	25619100	0.9411764740943909	504	AML
chr2	25619160	25619170	1	504	AML
chr2	25619240	25619250	0.9545454382896423	504	AML
chr2	25619280	25619290	1	504	AML
chr2	25619300	25619310	0.9629629850387573	504	AML
chr2	25619340	25619350	0.9599999785423279	504	AML
chr2	25619590	25619600	1	504	AML
chr2	25619760	25619770	0.9629629850387573	504	AML
chr2	25619800	25619810	1	504	AML
chr2	25619890	25619900	1	504	AML
chr2	25619900	25619910	0.9090909361839294	504	AML
chr2	25619960	25619970	0.9545454382896423	504	AML
chr2	25619970	25619980	1	504	AML
chr2	25619990	25620000	1	504	AML
chr2	25620010	25620020	1	504	AML
chr2	25620150	25620160	0.8666666746139526	504	AML
chr2	25620200	25620210	0.9285714030265808	504	AML
chr2	25620210	25620220	0.800000011920929	504	AML
chr2	25620270	25620280	0.21052631735801697	504	AML
chr2	25620370	25620380	0.6800000071525574	504	AML
chr2	25620730	25620740	1	504	AML
chr2	25620890	25620900	0.9629629850387573	504	AML
chr2	25620910	25620920	1	504	AML
chr2	25620920	25620930	1	504	AML
chr2	25621050	25621060	1	504	AML
chr2	25621460	25621470	1	504	AML
chr2	25621520	25621530	1	504	AML
chr2	25621530	25621540	1	504	AML
chr2	25621540	25621550	1	504	AML
chr2	25621680	25621690	0.8571428656578064	504	AML
chr2	25621690	25621700	0.875	504	AML
chr2	25621860	25621870	0.9523809552192688	504	AML
chr2	25621950	25621960	1	504	AML
chr2	25622200	25622210	0.9473684430122375	504	AML
chr2	25622250	25622260	1	504	AML
chr2	25622310	25622320	1	504	AML
chr2	25622340	25622350	1	504	AML
chr2	25622350	25622360	1	504	AML
chr2	25622390	25622400	0.9599999785423279	504	AML
chr2	25622450	25622460	0.931034505367279	504	AML
chr2	25622570	25622580	1	504	AML
chr2	25622850	25622860	1	504	AML
chr2	25623090	25623100	0.9285714030265808	504	AML
chr2	25623450	25623460	1	504	AML
chr2	25623460	25623470	1	504	AML
chr2	25623520	25623530	1	504	AML
chr2	25623580	25623590	1	504	AML
chr2	25624230	25624240	0.9583333134651184	504	AML
chr2	25624360	25624370	0.9166666865348816	504	AML
chr2	25624490	25624500	1	504	AML
chr2	25624750	25624760	1	504	AML
chr2	25624820	25624830	1	504	AML
chr2	25625040	25625050	1	504	AML
chr2	25625050	25625060	1	504	AML
chr2	25625260	25625270	1	504	AML
chr2	25625300	25625310	0.9545454382896423	504	AML
chr2	25625580	25625590	1	504	AML
chr2	25625640	25625650	1	504	AML
chr2	25625660	25625670	0.6666666865348816	504	AML
chr2	25625830	25625840	0.75	504	AML
chr2	25625870	25625880	1	504	AML
chr2	25625890	25625900	1	504	AML
chr2	25625920	25625930	0.9230769276618958	504	AML
chr2	25625970	25625980	1	504	AML
chr2	25626120	25626130	0.9230769276618958	504	AML
chr2	25626480	25626490	1	504	AML
chr2	25626630	25626640	1	504	AML
chr2	25626650	25626660	0.9629629850387573	504	AML
chr2	25626980	25626990	0.95652174949646	504	AML
chr2	25627010	25627020	0.95652174949646	504	AML
chr2	25627180	25627190	1	504	AML
chr2	25627200	25627210	0.9444444179534912	504	AML
chr2	25627270	25627280	1	504	AML
chr2	25627280	25627290	1	504	AML
chr2	25627320	25627330	1	504	AML
chr2	25627330	25627340	1	504	AML
chr2	25627350	25627360	1	504	AML
chr2	25627360	25627370	1	504	AML
chr2	25627720	25627730	1	504	AML
chr2	25627760	25627770	0.9090909361839294	504	AML
chr2	25627770	25627780	1	504	AML
chr2	25627880	25627890	1	504	AML
chr2	25627890	25627900	1	504	AML
chr2	25627920	25627930	1	504	AML
chr2	25627930	25627940	1	504	AML
chr2	25627940	25627950	1	504	AML
chr2	25628020	25628030	1	504	AML
chr2	25628090	25628100	1	504	AML
chr2	25628140	25628150	1	504	AML
chr2	25628240	25628250	0.9090909361839294	504	AML
chr2	25628280	25628290	1	504	AML
chr2	25628290	25628300	0.9285714030265808	504	AML
chr2	25628300	25628310	1	504	AML
chr2	25628310	25628320	1	504	AML
chr2	25628340	25628350	1	504	AML
chr2	25628570	25628580	1	504	AML
chr2	25628610	25628620	0.9411764740943909	504	AML
chr2	25628620	25628630	1	504	AML
chr2	25628760	25628770	1	504	AML
chr2	25628980	25628990	0.9411764740943909	504	AML
chr2	25629010	25629020	0.8571428656578064	504	AML
chr2	25629300	25629310	1	504	AML
chr2	25629410	25629420	1	504	AML
chr2	25629450	25629460	1	504	AML
chr2	25629510	25629520	1	504	AML
chr2	25629610	25629620	1	504	AML
chr2	25629640	25629650	0.875	504	AML
chr2	25629880	25629890	0.9333333373069763	504	AML
chr2	25630170	25630180	1	504	AML
chr2	25630240	25630250	1	504	AML
chr2	25630360	25630370	0.6428571343421936	504	AML
chr2	25630490	25630500	1	504	AML
chr2	25630560	25630570	0.9599999785423279	504	AML
chr2	25630570	25630580	1	504	AML
chr2	25630600	25630610	0.9166666865348816	504	AML
chr2	25630610	25630620	1	504	AML
chr2	25630640	25630650	0.8571428656578064	504	AML
chr2	25630710	25630720	1	504	AML
chr2	25630750	25630760	1	504	AML
chr2	25630770	25630780	1	504	AML
chr2	25630830	25630840	1	504	AML
chr2	25631140	25631150	1	504	AML
chr2	25631260	25631270	0.9444444179534912	504	AML
chr2	25631310	25631320	1	504	AML
chr2	25631550	25631560	1	504	AML
chr2	25631870	25631880	0.9200000166893005	504	AML
chr2	25631910	25631920	0.9629629850387573	504	AML
chr2	25631950	25631960	0.9230769276618958	504	AML
chr2	25631960	25631970	1	504	AML
chr2	25632080	25632090	1	504	AML
chr2	25632100	25632110	0.8461538553237915	504	AML
chr2	25632120	25632130	1	504	AML
chr2	25632170	25632180	1	504	AML
chr2	25632540	25632550	0.6875	504	AML
chr2	25632730	25632740	0.875	504	AML
chr2	25633070	25633080	0.8947368264198303	504	AML
chr2	25633190	25633200	0.8999999761581421	504	AML
chr2	25633210	25633220	0.9375	504	AML
chr2	25633240	25633250	0.8571428656578064	504	AML
chr2	25633290	25633300	1	504	AML
chr2	25633300	25633310	1	504	AML
chr2	25633310	25633320	0.9666666388511658	504	AML
chr2	25633320	25633330	1	504	AML
chr2	25633330	25633340	1	504	AML
chr2	25633350	25633360	1	504	AML
chr2	25633360	25633370	1	504	AML
chr2	25633370	25633380	1	504	AML
chr2	25633390	25633400	1	504	AML
chr2	25633400	25633410	1	504	AML
chr2	25633410	25633420	1	504	AML
chr2	25633420	25633430	0.800000011920929	504	AML
chr2	25633430	25633440	1	504	AML
chr2	25633440	25633450	1	504	AML
chr2	25633460	25633470	1	504	AML
chr2	25633490	25633500	1	504	AML
chr2	25633500	25633510	1	504	AML
chr2	25633530	25633540	1	504	AML
chr2	25633570	25633580	1	504	AML
chr2	25633580	25633590	1	504	AML
chr2	25633600	25633610	1	504	AML
chr2	25633610	25633620	1	504	AML
chr2	25633620	25633630	1	504	AML
chr2	25633720	25633730	1	504	AML
chr2	25633730	25633740	1	504	AML
chr2	25633760	25633770	1	504	AML
chr2	25633770	25633780	1	504	AML
chr2	25633780	25633790	1	504	AML
chr2	25633790	25633800	1	504	AML
chr2	25633800	25633810	1	504	AML
chr2	25633810	25633820	1	504	AML
chr2	25633820	25633830	1	504	AML
chr2	25633840	25633850	1	504	AML
chr2	25633850	25633860	1	504	AML
chr2	25633860	25633870	1	504	AML
chr2	25633880	25633890	0.800000011920929	504	AML
chr2	25633890	25633900	1	504	AML
chr2	25633900	25633910	1	504	AML
chr2	25633920	25633930	0.8333333134651184	504	AML
chr2	25633930	25633940	1	504	AML
chr2	25633940	25633950	1	504	AML
chr2	25633970	25633980	1	504	AML
chr2	25633980	25633990	1	504	AML
chr2	25634000	25634010	1	504	AML
chr2	25634010	25634020	1	504	AML
chr2	25634020	25634030	1	504	AML
chr2	25634040	25634050	1	504	AML
chr2	25634050	25634060	1	504	AML
chr2	25634080	25634090	1	504	AML
chr2	25634090	25634100	1	504	AML
chr2	25634110	25634120	1	504	AML
chr2	25634120	25634130	1	504	AML
chr2	25634130	25634140	0	504	AML
chr2	25634140	25634150	1	504	AML
chr2	25634440	25634450	0	504	AML
chr2	25634450	25634460	1	504	AML
chr2	25634460	25634470	1	504	AML
chr2	25634480	25634490	1	504	AML
chr2	25634490	25634500	1	504	AML
chr2	25634530	25634540	1	504	AML
chr2	25634540	25634550	0.800000011920929	504	AML
chr2	25634570	25634580	1	504	AML
chr2	25634590	25634600	1	504	AML
chr2	25634650	25634660	1	504	AML
chr2	25634810	25634820	1	504	AML
chr2	25634860	25634870	1	504	AML
chr2	25634900	25634910	1	504	AML
chr2	25634910	25634920	1	504	AML
chr2	25634920	25634930	1	504	AML
chr2	25635020	25635030	1	504	AML
chr2	25635220	25635230	0.8571428656578064	504	AML
chr2	25635230	25635240	1	504	AML
chr2	25635250	25635260	1	504	AML
chr2	25635290	25635300	1	504	AML
chr2	25635300	25635310	0.9375	504	AML
chr2	25635350	25635360	1	504	AML
chr2	25635380	25635390	1	504	AML
chr2	25635400	25635410	1	504	AML
chr2	25635410	25635420	0.9333333373069763	504	AML
chr2	25635530	25635540	0.8421052694320679	504	AML
chr2	25635810	25635820	0.9444444179534912	504	AML
chr2	25636360	25636370	1	504	AML
chr2	25636450	25636460	1	504	AML
chr2	25636460	25636470	0.9166666865348816	504	AML
chr2	25636500	25636510	1	504	AML
chr2	25636530	25636540	1	504	AML
chr2	25636540	25636550	1	504	AML
chr2	25636880	25636890	1	504	AML
chr2	25636910	25636920	1	504	AML
chr2	25636970	25636980	1	504	AML
chr2	25637080	25637090	0.9285714030265808	504	AML
chr2	25637420	25637430	0.9411764740943909	504	AML
chr2	25637540	25637550	1	504	AML
chr2	25637740	25637750	0.9090909361839294	504	AML
chr2	25637750	25637760	0.6666666865348816	504	AML
chr2	25637800	25637810	1	504	AML
chr2	25637900	25637910	0.9090909361839294	504	AML
chr2	25638100	25638110	0.9166666865348816	504	AML
chr2	25638190	25638200	0.9230769276618958	504	AML
chr2	25638260	25638270	1	504	AML
chr2	25638320	25638330	0.9200000166893005	504	AML
chr2	25638450	25638460	1	504	AML
chr2	25638480	25638490	1	504	AML
chr2	25639010	25639020	1	504	AML
chr2	25639020	25639030	1	504	AML
chr2	25639030	25639040	0.9375	504	AML
chr2	25639060	25639070	1	504	AML
chr2	25639070	25639080	0.8571428656578064	504	AML
chr2	25639140	25639150	0.9230769276618958	504	AML
chr2	25639210	25639220	0.8999999761581421	504	AML
chr2	25639260	25639270	1	504	AML
chr2	25639320	25639330	0.5833333134651184	504	AML
chr2	25639400	25639410	0.9230769276618958	504	AML
chr2	25639470	25639480	0.875	504	AML
chr2	25639480	25639490	1	504	AML
chr2	25639500	25639510	1	504	AML
chr2	25639540	25639550	1	504	AML
chr2	25639550	25639560	1	504	AML
chr2	25639720	25639730	1	504	AML
chr2	25639730	25639740	1	504	AML
chr2	25639740	25639750	1	504	AML
chr2	25639760	25639770	1	504	AML
chr2	25639790	25639800	1	504	AML
chr2	25639820	25639830	1	504	AML
chr2	25639850	25639860	0.8888888955116272	504	AML
chr2	25639900	25639910	0.9743589758872986	504	AML
chr2	25639930	25639940	1	504	AML
chr2	25639940	25639950	0.9375	504	AML
chr2	25639950	25639960	0.9852941036224365	504	AML
chr2	25639960	25639970	0.9545454382896423	504	AML
chr2	25640050	25640060	1	504	AML
chr2	25640070	25640080	1	504	AML
chr2	25640080	25640090	1	504	AML
chr2	25640110	25640120	1	504	AML
chr2	25640370	25640380	0.9375	504	AML
chr2	25640380	25640390	1	504	AML
chr2	25640730	25640740	1	504	AML
chr2	25640770	25640780	1	504	AML
chr2	25640780	25640790	1	504	AML
chr2	25640830	25640840	1	504	AML
chr2	25640860	25640870	0.8571428656578064	504	AML
chr2	25640870	25640880	1	504	AML
chr2	25640890	25640900	1	504	AML
chr2	25640920	25640930	0.9523809552192688	504	AML
chr2	25640930	25640940	0.9629629850387573	504	AML
chr2	25641020	25641030	0.9583333134651184	504	AML
chr2	25641040	25641050	1	504	AML
chr2	25641090	25641100	1	504	AML
chr2	25641220	25641230	0.9666666388511658	504	AML
chr2	25641670	25641680	1	504	AML
chr2	25641840	25641850	1	504	AML
chr2	25641850	25641860	1	504	AML
chr2	25641880	25641890	1	504	AML
chr2	25641910	25641920	1	504	AML
chr2	25641920	25641930	0.95652174949646	504	AML
chr2	25641940	25641950	0.9444444179534912	504	AML
chr2	25641970	25641980	0.9090909361839294	504	AML
chr2	25642040	25642050	0.9473684430122375	504	AML
chr2	25642060	25642070	1	504	AML
chr2	25642190	25642200	1	504	AML
chr2	25642480	25642490	0.9230769276618958	504	AML
chr2	25642500	25642510	1	504	AML
chr2	25642630	25642640	1	504	AML
chr2	25642780	25642790	1	504	AML
chr2	25642810	25642820	0.970588207244873	504	AML
chr2	25642890	25642900	1	504	AML
chr2	25642940	25642950	1	504	AML
chr2	25642990	25643000	0.9583333134651184	504	AML
chr2	25643010	25643020	0.9523809552192688	504	AML
chr2	25643040	25643050	0.9746835231781006	504	AML
chr2	25643210	25643220	0.9736841917037964	504	AML
chr2	25643230	25643240	1	504	AML
chr2	25643240	25643250	1	504	AML
chr2	25643360	25643370	1	504	AML
chr2	25643460	25643470	0.8999999761581421	504	AML
chr2	25643470	25643480	0.75	504	AML
chr2	25643650	25643660	1	504	AML
chr2	25643700	25643710	1	504	AML
chr2	25643910	25643920	1	504	AML
chr2	25644220	25644230	1	504	AML
chr2	25644240	25644250	0.9375	504	AML
chr2	25644280	25644290	0.9285714030265808	504	AML
chr2	25644680	25644690	0.9729729890823364	504	AML
chr2	25644690	25644700	1	504	AML
chr2	25644700	25644710	0.9130434989929199	504	AML
chr2	25644740	25644750	0.9130434989929199	504	AML
chr2	25645130	25645140	1	504	AML
chr2	25645210	25645220	1	504	AML
chr2	25645250	25645260	1	504	AML
chr2	25645520	25645530	0.9230769276618958	504	AML
chr2	25646130	25646140	1	504	AML
chr2	25646140	25646150	0.9166666865348816	504	AML
chr2	25646210	25646220	1	504	AML
chr2	25646240	25646250	1	504	AML
chr2	25646250	25646260	1	504	AML
chr2	25646330	25646340	1	504	AML
chr2	25646340	25646350	1	504	AML
chr2	25646380	25646390	1	504	AML
chr2	25646400	25646410	1	504	AML
chr2	25646410	25646420	1	504	AML
chr2	25646420	25646430	1	504	AML
chr2	25646550	25646560	1	504	AML
chr2	25646790	25646800	1	504	AML
chr2	25646830	25646840	1	504	AML
chr2	25646860	25646870	1	504	AML
chr2	25647600	25647610	0.8461538553237915	504	AML
chr2	25647610	25647620	1	504	AML
chr2	25647630	25647640	1	504	AML
chr2	25647640	25647650	1	504	AML
chr2	25647650	25647660	1	504	AML
chr2	25648270	25648280	0.9375	504	AML
chr2	25648370	25648380	1	504	AML
chr2	25648970	25648980	1	504	AML
chr2	25649020	25649030	1	504	AML
chr2	25649030	25649040	1	504	AML
chr2	25649040	25649050	1	504	AML
chr2	25649060	25649070	1	504	AML
chr2	25649080	25649090	1	504	AML
chr2	25649090	25649100	1	504	AML
chr2	25649100	25649110	1	504	AML
chr2	25649160	25649170	0.9285714030265808	504	AML
chr2	25649190	25649200	0.875	504	AML
chr2	25649240	25649250	1	504	AML
chr2	25649260	25649270	0.9285714030265808	504	AML
chr2	25649280	25649290	1	504	AML
chr2	25649330	25649340	1	504	AML
chr2	25649440	25649450	1	504	AML
chr2	25649460	25649470	1	504	AML
chr2	25649510	25649520	0.9090909361839294	504	AML
chr2	25649550	25649560	1	504	AML
chr2	25649590	25649600	0.9523809552192688	504	AML
chr2	25649620	25649630	1	504	AML
chr2	25649660	25649670	1	504	AML
chr2	25649910	25649920	0.8421052694320679	504	AML
chr2	25650020	25650030	0.8636363744735718	504	AML
chr2	25650150	25650160	0.800000011920929	504	AML
chr2	25650160	25650170	1	504	AML
chr2	25650170	25650180	1	504	AML
chr2	25650430	25650440	0.8999999761581421	504	AML
chr2	25650460	25650470	1	504	AML
chr2	25650520	25650530	0.9130434989929199	504	AML
chr2	25650730	25650740	0.4166666567325592	504	AML
chr2	25650760	25650770	0.9599999785423279	504	AML
chr2	25650820	25650830	0.9642857313156128	504	AML
chr2	25650850	25650860	0.95652174949646	504	AML
chr2	25650900	25650910	0.9523809552192688	504	AML
chr2	25650910	25650920	1	504	AML
chr2	25650930	25650940	0.96875	504	AML
chr2	25651390	25651400	0.75	504	AML
chr2	25651520	25651530	0.8846153616905212	504	AML
chr2	25651690	25651700	0.8571428656578064	504	AML
chr2	25651740	25651750	1	504	AML
chr2	25651930	25651940	1	504	AML
chr2	25652560	25652570	1	504	AML
chr2	25652590	25652600	1	504	AML
chr2	25652630	25652640	1	504	AML
chr2	25652700	25652710	0.8235294222831726	504	AML
chr2	25652740	25652750	1	504	AML
chr2	25653140	25653150	0.9375	504	AML
chr2	25653230	25653240	1	504	AML
chr2	25653240	25653250	1	504	AML
chr2	25653250	25653260	0.9230769276618958	504	AML
chr2	25653270	25653280	0.9230769276618958	504	AML
chr2	25653300	25653310	1	504	AML
chr2	25653420	25653430	0	504	AML
chr2	25653570	25653580	1	504	AML
chr2	25653590	25653600	1	504	AML
chr2	25653600	25653610	1	504	AML
chr2	25653650	25653660	1	504	AML
chr2	25653660	25653670	1	504	AML
chr2	25653730	25653740	1	504	AML
chr2	25653800	25653810	1	504	AML
chr2	25653870	25653880	1	504	AML
chr2	25653920	25653930	1	504	AML
chr2	25654040	25654050	0.9333333373069763	504	AML
chr2	25654150	25654160	0.8965517282485962	504	AML
chr2	25654500	25654510	1	504	AML
chr2	25654520	25654530	1	504	AML
chr2	25654530	25654540	0.9523809552192688	504	AML
chr2	25654700	25654710	0.9599999785423279	504	AML
chr2	25654820	25654830	0.9599999785423279	504	AML
chr2	25654850	25654860	1	504	AML
chr2	25655060	25655070	1	504	AML
chr2	25655150	25655160	1	504	AML
chr2	25655230	25655240	1	504	AML
chr2	25655260	25655270	1	504	AML
chr2	25655530	25655540	0.95652174949646	504	AML
chr2	25655690	25655700	1	504	AML
chr2	25655790	25655800	0.8999999761581421	504	AML
chr2	25655800	25655810	1	504	AML
chr2	25655810	25655820	0.9444444179534912	504	AML
chr2	25655820	25655830	0.9333333373069763	504	AML
chr2	25655830	25655840	1	504	AML
chr2	25655840	25655850	0.8333333134651184	504	AML
chr2	25655960	25655970	0.949999988079071	504	AML
chr2	25656030	25656040	1	504	AML
chr2	25656580	25656590	0.4583333432674408	504	AML
chr2	25656730	25656740	0.8333333134651184	504	AML
chr2	25656770	25656780	1	504	AML
